Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
LINC01365,ENSG00000250772,119799089,119804515,-1,2,37.04,lincRNA
LINC01366,ENSG00000235172,170331429,170333879,1,3,49.53,lincRNA
LINC01370,ENSG00000237767,40004477,40008529,1,2,34.96,lincRNA
LINC01374,ENSG00000280560,89853906,89914948,1,1,37.91,lincRNA
LINC01375,ENSG00000226159,89915489,89957373,-1,1,39.62,lincRNA
LINC01376,ENSG00000236204,18986451,19348067,-1,5,39.72,lincRNA
LINC01378,ENSG00000236922,117406166,117691188,1,7,35.04,lincRNA
LINC01381,ENSG00000230452,25204313,25209202,1,1,49.78,antisense
LINC01385,ENSG00000251604,73451498,73453395,1,1,50.53,lincRNA
LINC01386,ENSG00000251324,73454187,73472896,-1,1,41.92,antisense
LINC01387,ENSG00000265944,6511416,6590653,1,1,40.01,lincRNA
LINC01388,ENSG00000231808,112713,113754,-1,1,62.38,lincRNA
LINC01389,ENSG00000225762,47380928,47408477,-1,1,45.26,antisense
LINC01391,ENSG00000244578,138935189,138944020,-1,3,53.86,lincRNA
LINC01392,ENSG00000233607,115061537,115231355,-1,1,36.13,lincRNA
LINC01393,ENSG00000225535,115078958,115126314,1,4,36.07,lincRNA
LINC01394,ENSG00000281809,1321698,1324022,-1,1,43.05,lincRNA
LINC01396,ENSG00000273396,4844437,4850827,1,1,51.82,lincRNA
LINC01397,ENSG00000258673,110082688,110109719,1,1,51.88,antisense
LINC01398,ENSG00000224863,46446673,46451281,-1,2,56.28,processed_transcript
LINC01399,ENSG00000233080,35119824,35231056,-1,2,45.97,transcribed_processed_pseudogene
LINC01400,ENSG00000232920,37073531,37075792,-1,1,39.04,lincRNA
LINC01402,ENSG00000228139,120117642,120119700,-1,1,41.23,lincRNA
LINC01405,ENSG00000185847,110936585,110958208,1,4,44.8,lincRNA
LINC01410,ENSG00000238113,62801461,62813486,1,3,40.99,lincRNA
LINC01411,ENSG00000249306,174336295,174532457,1,6,43.29,lincRNA
LINC01412,ENSG00000232606,144566435,144579434,1,1,35.95,lincRNA
LINC01413,ENSG00000260172,57319138,57323908,1,1,55.12,lincRNA
LINC01415,ENSG00000267325,55776727,55781721,-1,2,43.02,lincRNA
LINC01416,ENSG00000260930,55881688,55920199,-1,1,38.75,lincRNA
LINC01419,ENSG00000253898,83403758,83408900,1,1,32.86,lincRNA
LINC01422,ENSG00000223704,26858634,26865786,1,1,41.93,lincRNA
LINC01423,ENSG00000231231,38323635,38333421,-1,2,45.33,lincRNA
LINC01424,ENSG00000236519,44802577,44804717,1,1,45.59,antisense
LINC01425,ENSG00000233997,21746973,21797415,1,2,35.45,lincRNA
LINC01426,ENSG00000234380,34745757,34784886,1,2,43.06,antisense
LINC01427,ENSG00000225321,22263065,22284029,-1,4,40.58,lincRNA
LINC01428,ENSG00000228888,7146467,7254202,-1,1,37.31,lincRNA
LINC01429,ENSG00000227964,51831797,51862912,-1,1,46.3,lincRNA
LINC01431,ENSG00000232645,23356594,23358116,-1,3,51.94,lincRNA
LINC01432,ENSG00000234435,22054090,22074654,1,1,41.54,lincRNA
LINC01433,ENSG00000230176,4193065,4195943,1,1,46.79,antisense
LINC01435,ENSG00000229981,107694973,108197849,-1,21,36.84,lincRNA
LINC01436,ENSG00000231106,36005338,36007838,1,1,46.9,lincRNA
LINC01438,ENSG00000249519,110794403,110797344,1,1,37.9,lincRNA
LINC01440,ENSG00000235166,55408898,55482777,1,10,37.17,lincRNA
LINC01441,ENSG00000224008,55420336,55427197,-1,1,39.94,lincRNA
LINC01442,ENSG00000227510,60917001,60941768,1,2,37.09,lincRNA
LINC01443,ENSG00000266554,14946267,14974215,1,3,42.87,lincRNA
LINC01444,ENSG00000264301,14969001,14970468,-1,2,48.84,lincRNA
LINC01445,ENSG00000231427,54330697,54349849,1,2,36.04,lincRNA
LINC01446,ENSG00000205628,53655509,53811931,-1,1,35.43,lincRNA
LINC01447,ENSG00000236078,47621939,47629893,1,1,49.67,lincRNA
LINC01448,ENSG00000238284,42661726,42706447,-1,1,39.4,lincRNA
LINC01449,ENSG00000224017,41101604,41133507,1,1,39.67,lincRNA
LINC01450,ENSG00000232458,40964667,40979939,-1,1,41.88,lincRNA
LINC01455,ENSG00000250888,79936579,79967626,1,1,44.2,antisense
LINC01456,ENSG00000225882,17970197,18104644,-1,1,41.35,lincRNA
LINC01460,ENSG00000205334,27705786,27715732,-1,1,46.72,lincRNA
LINC01465,ENSG00000221949,62601751,62603690,-1,2,58.2,lincRNA
LINC01467,ENSG00000258977,81605347,81623061,-1,1,41.13,lincRNA
LINC01470,ENSG00000249484,152618965,153223543,-1,5,37.67,lincRNA
LINC01471,ENSG00000239921,127480690,127537780,-1,5,45.61,lincRNA
LINC01473,ENSG00000237877,186032891,186083233,-1,3,34.48,lincRNA
LINC01474,ENSG00000236849,72871728,72874109,-1,3,35.31,lincRNA
LINC01475,ENSG00000257582,99526350,99531177,-1,2,51.14,lincRNA
LINC01476,ENSG00000265313,59430670,59526946,-1,2,43.61,lincRNA
LINC01477,ENSG00000261715,40066286,40099233,1,1,37.65,lincRNA
LINC01478,ENSG00000267337,44323436,44531697,-1,2,37.08,lincRNA
LINC01479,ENSG00000255772,67929235,67970017,1,2,38.94,lincRNA
LINC01480,"ENSG00000280540, ENSG00000270164","41543524, 41535183","41545246, 41536904",1,4,"40.8, 40.77",lincRNA
LINC01481,ENSG00000257613,70219132,70221862,-1,1,38.26,lincRNA
LINC01482,ENSG00000267659,68591796,68763882,1,4,41.29,lincRNA
LINC01483,ENSG00000227517,69577251,69903000,1,5,38.59,lincRNA
LINC01484,ENSG00000253686,173707614,173746211,-1,3,48.64,lincRNA
LINC01485,ENSG00000254211,173786790,173809039,-1,5,47.94,lincRNA
LINC01486,ENSG00000256560,109354083,109359488,-1,1,40.57,lincRNA
LINC01487,ENSG00000241336,155240945,155243144,1,2,37.27,lincRNA
LINC01488,ENSG00000285094,69481662,69494952,1,2,56.9,lincRNA
LINC01489,ENSG00000255727,15001833,15006683,1,1,40.73,lincRNA
LINC01490,ENSG00000257741,80763154,80770717,1,2,36,lincRNA
LINC01491,ENSG00000259572,47803384,47846236,-1,3,41.03,lincRNA
LINC01492,ENSG00000225564,103140523,103325034,-1,3,35.79,lincRNA
LINC01493,ENSG00000254562,38646451,38686323,1,4,34.05,lincRNA
LINC01494,ENSG00000228135,218900811,218930636,-1,1,43.28,antisense
LINC01495,ENSG00000255323,22445688,22492019,-1,2,37.16,lincRNA
LINC01496,ENSG00000234766,51502090,51511005,-1,1,40.94,lincRNA
LINC01497,ENSG00000237560,69961674,69994845,1,3,36.36,lincRNA
LINC01498,ENSG00000247213,108434130,108492585,-1,2,44.7,antisense
LINC01499,ENSG00000255171,41714534,41857733,1,4,37.04,lincRNA
LINC01500,ENSG00000258583,58646631,59017532,1,5,40.12,lincRNA
LINC01501,ENSG00000229613,90463524,90582744,-1,3,38.97,lincRNA
LINC01502,ENSG00000237339,135574935,135587112,1,3,54.81,lincRNA
LINC01503,ENSG00000233901,129332300,129359538,1,4,55.37,lincRNA
LINC01504,ENSG00000225434,72305430,72343210,1,3,40.96,lincRNA
LINC01505,"ENSG00000234229, ENSG00000234323","106664754, 105993310","106702662, 106740875",1,"1, 6","40.08, 38.66",lincRNA
LINC01506,ENSG00000234506,68543541,68546589,-1,2,38.64,lincRNA
LINC01507,ENSG00000230945,80030579,80034555,1,1,42.95,lincRNA
LINC01508,ENSG00000231107,90300902,90433505,-1,2,38.94,lincRNA
LINC01509,ENSG00000226825,107420284,107430802,-1,2,47.93,lincRNA
LINC01510,ENSG00000231210,116563594,116663829,-1,4,39.04,lincRNA
LINC01511,"ENSG00000250584, ENSG00000281736",1363582,1380067,-1,3,48.86,lincRNA
LINC01513,ENSG00000246016,10479371,10482309,1,1,51,antisense
LINC01514,ENSG00000237579,101176323,101194147,1,1,47.56,lincRNA
LINC01515,"ENSG00000228065, ENSG00000283079","65570338, 65574155","65768835, 65772652",1,20,34.38,lincRNA
LINC01516,ENSG00000231422,25113058,25161236,1,1,41.54,lincRNA
LINC01517,ENSG00000232624,28743506,28941910,1,12,42.69,processed_transcript
LINC01518,ENSG00000233515,42674197,42691723,-1,1,41.67,lincRNA
LINC01519,ENSG00000237267,85193421,85197958,-1,1,43.21,lincRNA
LINC01520,ENSG00000230962,85449592,85491996,1,1,37.03,lincRNA
LINC01521,ENSG00000213888,31346777,31348719,1,2,59.44,lincRNA
LINC01522,ENSG00000237423,47980488,47988744,-1,1,45.48,lincRNA
LINC01523,ENSG00000229522,47983404,47984313,1,1,55.27,lincRNA
LINC01524,ENSG00000234948,52210645,52650431,1,2,40.58,lincRNA
LINC01525,ENSG00000235202,117295520,117321336,1,1,40.88,lincRNA
LINC01526,ENSG00000224995,81813286,81814157,-1,1,36.81,lincRNA
LINC01527,ENSG00000224308,152930040,152949210,-1,1,42.8,antisense
LINC01529,ENSG00000225872,35785697,35797902,-1,7,59.51,transcribed_unprocessed_pseudogene
LINC01531,ENSG00000205786,35399511,35419385,1,7,46.84,lincRNA
LINC01532,ENSG00000267014,29002555,29013955,1,3,48.27,lincRNA
LINC01533,ENSG00000267779,32025862,32056865,1,5,44.93,lincRNA
LINC01534,ENSG00000225975,36685440,36687449,-1,3,47.16,lincRNA
LINC01535,ENSG00000226686,37251912,37265535,1,6,44.46,lincRNA
LINC01537,ENSG00000227467,72570660,72573229,1,1,47.63,lincRNA
LINC01538,ENSG00000266952,64181314,64260055,-1,2,38.92,lincRNA
LINC01539,ENSG00000267712,56083356,56137536,-1,6,38.83,lincRNA
LINC01541,ENSG00000260676,71519962,71578956,-1,2,34.15,lincRNA
LINC01543,ENSG00000263862,26422995,26426101,1,1,45.38,lincRNA
LINC01544,ENSG00000260440,61748176,61756646,1,1,47.92,lincRNA
LINC01545,ENSG00000204904,46887417,46899703,-1,2,42,lincRNA
LINC01546,ENSG00000228459,3271820,3284653,1,1,39.99,lincRNA
LINC01547,ENSG00000183250,44932814,44939913,-1,3,54.3,lincRNA
LINC01548,ENSG00000229086,33165470,33170649,-1,2,48.98,lincRNA
LINC01549,ENSG00000232560,17438890,17449185,1,2,39.57,lincRNA
LINC01550,ENSG00000246223,97925610,97978124,-1,6,43.13,lincRNA
LINC01551,ENSG00000186960,28772704,28813453,1,4,37.39,lincRNA
LINC01553,ENSG00000235931,59955430,59960913,-1,3,36.65,lincRNA
LINC01554,ENSG00000236882,95852232,95860133,1,3,46.19,lincRNA
LINC01555,ENSG00000180869,84628230,84635020,-1,1,41.95,lincRNA
LINC01556,"ENSG00000237634, ENSG00000237313, ENSG00000206526, ENSG00000233566, ENSG00000231041, ENSG00000204709","28940401, 28944039, 28943865, 28944738, 28943846, 28943877","28941061, 28944699, 28944525, 28945398, 28944506, 28944537",1,1,"48.11, 47.96, 48.26","protein_coding, lincRNA"
LINC01558,ENSG00000146521,167784537,167796859,-1,2,47.33,lincRNA
LINC01559,ENSG00000180861,13371089,13387167,-1,5,44.21,lincRNA
LINC01560,ENSG00000196741,47483571,47484823,1,2,39.98,lincRNA
LINC01561,ENSG00000177234,120597949,120600124,1,2,51.7,lincRNA
LINC01562,ENSG00000203356,51195095,51235096,-1,1,43.57,lincRNA
LINC01563,ENSG00000236819,21075556,21090615,1,1,44.61,lincRNA
LINC01564,ENSG00000235899,53628380,53631394,1,1,41.96,antisense
LINC01565,ENSG00000198685,128572000,128576086,-1,2,53.98,lincRNA
LINC01566,ENSG00000259841,35363412,35390584,1,2,39.48,lincRNA
LINC01567,ENSG00000224310,24661422,24671062,-1,1,45.05,lincRNA
LINC01568,ENSG00000258779,73386805,73504954,1,7,43.25,lincRNA
LINC01569,ENSG00000262468,4243943,4253817,-1,8,49.86,lincRNA
LINC01570,ENSG00000260338,5601169,5616196,-1,2,47.07,antisense
LINC01571,ENSG00000260057,51762519,51773173,1,2,41.23,lincRNA
LINC01572,ENSG00000261008,72283301,72665009,-1,6,37.41,lincRNA
LINC01574,ENSG00000248859,176743205,176743871,1,1,66.42,lincRNA
LINC01578,ENSG00000272888,92882707,92899701,1,9,36.16,processed_transcript
LINC01579,ENSG00000258754,93718542,94070820,-1,9,39.22,lincRNA
LINC01580,ENSG00000258785,93900701,93984150,1,2,37.83,lincRNA
LINC01581,ENSG00000259724,93905405,94107938,-1,2,39.04,lincRNA
LINC01582,ENSG00000259611,98085627,98103712,-1,2,43.18,lincRNA
LINC01583,ENSG00000259518,82088594,82097694,1,3,45.24,lincRNA
LINC01584,ENSG00000260477,86078809,86116717,-1,5,40.46,antisense
LINC01585,ENSG00000245479,90660234,90664967,1,2,45.75,sense_overlapping
LINC01586,ENSG00000249487,88585566,88605110,-1,3,39.06,lincRNA
LINC01587,ENSG00000082929,5524569,5527801,1,4,45.25,processed_transcript
LINC01588,ENSG00000214900,49927571,50092643,-1,17,45.43,lincRNA
LINC01589,ENSG00000238120,45604432,45605621,-1,1,49.92,antisense
LINC01591,ENSG00000254083,135234131,135299719,1,3,41.69,lincRNA
LINC01592,ENSG00000253658,68911803,69104190,-1,4,36.74,lincRNA
LINC01593,ENSG00000231221,108049200,108052755,-1,1,42.72,lincRNA
LINC01594,ENSG00000225328,108167748,108217841,-1,1,37.57,antisense
LINC01595,ENSG00000259108,47863483,47865341,-1,2,50.83,lincRNA
LINC01596,ENSG00000250666,189881515,189884868,1,1,38.88,lincRNA
LINC01597,ENSG00000205611,30278906,30288479,-1,1,51.32,lincRNA
LINC01600,ENSG00000164385,2621913,2634603,-1,1,46.47,lincRNA
LINC01602,ENSG00000205293,57855500,57984126,1,2,38.36,lincRNA
LINC01603,ENSG00000253479,69425035,69448244,-1,2,38.22,lincRNA
LINC01605,ENSG00000253161,37421341,37554183,-1,4,44.29,lincRNA
LINC01606,"ENSG00000253301, ENSG00000282395, ENSG00000284367","57142689, 57193590, 57148487","57240298, 57252058, 57246096",1,9,"42.06, 47.43",lincRNA
LINC01607,ENSG00000272138,79768142,79802842,1,2,43.12,lincRNA
LINC01608,ENSG00000253877,110937690,111027433,-1,2,33.53,lincRNA
LINC01609,ENSG00000253103,111098961,111236203,-1,2,34.73,lincRNA
LINC01611,ENSG00000231776,84421028,84556152,-1,3,37.84,lincRNA
LINC01612,ENSG00000250266,170273919,170283079,1,1,37.23,lincRNA
LINC01613,ENSG00000261432,119935053,119937832,1,1,40.86,lincRNA
LINC01614,ENSG00000230838,215718043,215719424,1,1,39.36,lincRNA
LINC01615,ENSG00000223485,169158092,169162924,-1,3,54.42,lincRNA
LINC01616,ENSG00000261340,29980113,29982392,-1,1,34.82,lincRNA
LINC01618,ENSG00000250302,52789994,52815464,1,1,41.7,lincRNA
LINC01619,ENSG00000257242,91984976,92142914,-1,10,38.41,processed_transcript
LINC01620,ENSG00000168746,44436172,44465349,-1,5,45.9,lincRNA
LINC01621,ENSG00000235357,79803583,79807225,-1,1,43.32,lincRNA
LINC01623,"ENSG00000272857, ENSG00000227966, ENSG00000225604, ENSG00000234966, ENSG00000272629, ENSG00000229773, ENSG00000273200, ENSG00000225595","28859616, 28860261, 28859634, 28859629, 28859613, 28860338, 28859590, 28859625","28863341, 28864009, 28863359, 28863351, 28863339, 28864060, 28863315, 28864630",-1,"1, 3","43.08, 42.76, 43.14, 43.06, 44.93","processed_transcript, lincRNA"
LINC01624,"ENSG00000227508, ENSG00000280592","170272474, 170272763",170279887,1,3,"51.25, 50.85",lincRNA
LINC01625,ENSG00000238099,139468995,139474596,-1,1,41.61,lincRNA
LINC01626,ENSG00000223765,71450834,71458874,1,1,35.27,lincRNA
LINC01627,ENSG00000224648,37383178,37384434,-1,1,51.79,lincRNA
LINC01628,ENSG00000232688,66921510,66922457,-1,1,43.78,lincRNA
LINC01629,ENSG00000258602,76959638,76965802,1,1,50.3,lincRNA
LINC01630,ENSG00000227115,51346249,51643939,1,8,40.22,lincRNA
LINC01632,ENSG00000277199,144627192,144642372,-1,2,34.67,lincRNA
LINC01633,ENSG00000260976,185001527,185008683,1,1,40.97,lincRNA
LINC01634,ENSG00000235295,18029385,18037968,1,1,46.44,lincRNA
LINC01635,ENSG00000228397,22023990,22026048,-1,2,54.4,lincRNA
LINC01637,ENSG00000237476,20957092,20964679,1,1,55.28,lincRNA
LINC01638,ENSG00000233521,27221349,27224727,-1,2,45.37,lincRNA
LINC01639,ENSG00000236117,43400331,43409681,1,1,56,lincRNA
LINC01640,ENSG00000231253,33108529,33116294,1,1,43.94,lincRNA
LINC01641,ENSG00000234277,227393591,227431035,1,2,42.44,lincRNA
LINC01643,ENSG00000236052,34017473,34188425,1,1,41.37,lincRNA
LINC01644,ENSG00000218357,47461299,47487111,-1,2,41.44,lincRNA
LINC01645,ENSG00000224968,177351586,177366272,1,1,39.78,lincRNA
LINC01646,ENSG00000232596,4571481,4594009,1,3,44.37,lincRNA
LINC01647,ENSG00000235643,11609531,11613355,1,1,52,lincRNA
LINC01648,ENSG00000233399,30013952,30037612,-1,1,42.71,lincRNA
LINC01649,ENSG00000228127,115919350,115931561,1,2,39.54,lincRNA
LINC01650,ENSG00000230434,95351251,95352648,-1,2,41.34,lincRNA
LINC01651,ENSG00000279920,21354563,21355763,1,1,55.7,lincRNA
LINC01653,ENSG00000232100,218043505,218059140,1,1,37.29,lincRNA
LINC01654,ENSG00000261781,18065657,18074412,1,1,49.52,lincRNA
LINC01655,ENSG00000227925,221827666,221840666,-1,1,43.1,lincRNA
LINC01656,ENSG00000232655,44443327,44444788,1,1,56.16,lincRNA
LINC01657,ENSG00000224718,175877343,175880468,1,1,50.1,lincRNA
LINC01658,"ENSG00000178248, ENSG00000274657",23462086,"23486980, 23486981",-1,1,41.16,lincRNA
LINC01659,"ENSG00000234928, ENSG00000280986",23433564,23435071,1,2,60.01,lincRNA
LINC01660,ENSG00000274044,18361823,18391105,-1,4,40.65,lincRNA
LINC01661,ENSG00000237460,106818239,106838167,1,1,33.24,lincRNA
LINC01662,ENSG00000182824,18733914,18757906,1,2,42.52,lincRNA
LINC01663,ENSG00000276095,18873543,18894407,-1,1,38.82,lincRNA
LINC01664,ENSG00000235478,17121586,17132104,1,2,45.98,lincRNA
LINC01665,ENSG00000235343,16746869,16748645,-1,1,46.31,lincRNA
LINC01666,ENSG00000279579,8759077,8761335,1,2,44.18,lincRNA
LINC01667,ENSG00000280081,9781918,9814009,-1,3,43.6,lincRNA
LINC01668,ENSG00000283051,42777819,42779994,-1,1,56.02,lincRNA
LINC01669,ENSG00000280191,6060340,6076305,1,5,53.95,lincRNA
LINC01670,ENSG00000279094,5499151,5502542,-1,3,38.09,lincRNA
LINC01671,ENSG00000225431,42599280,42615058,-1,1,45.07,lincRNA
LINC01672,ENSG00000228750,6724637,6730012,1,5,48.21,lincRNA
LINC01673,ENSG00000234052,27638693,27653491,1,1,34.26,lincRNA
LINC01674,ENSG00000228159,13546033,13558461,1,1,33.34,lincRNA
LINC01675,ENSG00000234142,166475772,166490039,-1,1,38.6,lincRNA
LINC01676,ENSG00000230768,105587575,105618958,-1,15,32.94,lincRNA
LINC01677,ENSG00000233047,105927624,106028277,-1,6,34.52,lincRNA
LINC01678,ENSG00000225331,44158740,44160076,-1,2,64.55,lincRNA
LINC01679,ENSG00000237989,43358147,43362349,-1,1,57.41,lincRNA
LINC01680,ENSG00000233882,191221159,191228467,-1,1,32.75,lincRNA
LINC01681,ENSG00000233985,170174403,170241287,1,1,39.17,lincRNA
LINC01682,ENSG00000227043,229875550,229885752,-1,1,45.68,lincRNA
LINC01683,ENSG00000233480,19893279,19899755,-1,1,35.19,lincRNA
LINC01684,ENSG00000237484,24428740,24547942,1,3,34.59,lincRNA
LINC01685,ENSG00000238063,38474875,38496034,1,4,45.79,lincRNA
LINC01686,ENSG00000261504,182615254,182616629,1,1,52.03,lincRNA
LINC01687,ENSG00000233215,22008944,22098459,-1,3,35.1,lincRNA
LINC01688,ENSG00000227181,182712862,182714544,1,1,41.35,lincRNA
LINC01689,ENSG00000224832,24304546,24321377,-1,2,36.15,lincRNA
LINC01690,ENSG00000228961,32958888,32960566,1,1,44.49,lincRNA
LINC01691,ENSG00000224857,121573946,121580524,-1,1,41.1,lincRNA
LINC01692,ENSG00000226983,24840550,25057746,1,1,36.08,lincRNA
LINC01693,ENSG00000227764,211639695,211654581,1,2,47.24,lincRNA
LINC01694,ENSG00000233922,45593654,45603056,1,2,52.25,lincRNA
LINC01695,ENSG00000236532,28116094,28228667,-1,3,36.7,lincRNA
LINC01696,ENSG00000227940,209325456,209328532,1,1,41.21,lincRNA
LINC01697,ENSG00000232079,28048404,28137611,1,7,35.65,processed_transcript
LINC01698,ENSG00000231648,209367662,209379690,1,2,42.42,lincRNA
LINC01699,ENSG00000179452,181236388,181238604,1,1,50.29,lincRNA
LINC01700,ENSG00000232837,38974429,38977774,-1,1,46.47,lincRNA
LINC01701,ENSG00000232212,189775465,189814918,1,1,34.69,lincRNA
LINC01702,ENSG00000235200,67522347,67532612,1,3,44.22,lincRNA
LINC01703,ENSG00000225518,226083639,226090292,1,2,49.38,lincRNA
LINC01704,ENSG00000231666,158132040,158146929,-1,3,45.17,lincRNA
LINC01705,ENSG00000232679,222041705,222064763,-1,1,44.33,lincRNA
LINC01706,ENSG00000224711,7347467,7367632,1,1,38.94,lincRNA
LINC01707,ENSG00000223883,69055898,69185003,1,1,37.34,lincRNA
LINC01708,ENSG00000224445,99472332,99600995,-1,3,37.6,lincRNA
LINC01709,ENSG00000226715,101639548,101787572,1,3,35.34,lincRNA
LINC01710,ENSG00000225561,218912757,218916184,-1,1,35.76,lincRNA
LINC01711,ENSG00000268941,58634772,58635738,1,1,59.36,lincRNA
LINC01712,ENSG00000231364,83445967,83462687,1,1,36.33,lincRNA
LINC01713,ENSG00000228482,6731258,6736136,-1,1,41.91,lincRNA
LINC01714,ENSG00000227634,8202429,8215210,1,2,49.45,lincRNA
LINC01715,ENSG00000229388,28643228,28648581,1,2,47.96,lincRNA
LINC01716,ENSG00000225657,56577563,56598621,1,2,46.98,lincRNA
LINC01717,ENSG00000232812,208728688,208733184,1,1,34.76,lincRNA
LINC01718,ENSG00000229606,61079140,61080179,1,1,48.27,lincRNA
LINC01719,ENSG00000233396,146052566,146061948,1,6,44.84,lincRNA
LINC01720,ENSG00000231175,190624890,190801658,1,1,33.34,lincRNA
LINC01721,ENSG00000230133,24199767,24224588,1,1,43.97,lincRNA
LINC01722,ENSG00000233048,12865202,12952519,-1,1,39.93,lincRNA
LINC01723,ENSG00000234265,12950338,12951627,1,1,43.95,lincRNA
LINC01724,ENSG00000227421,196044996,196061073,-1,1,33.36,lincRNA
LINC01725,ENSG00000233008,83575776,83861023,-1,5,39.08,lincRNA
LINC01726,ENSG00000280350,21610787,21703585,-1,1,42.72,lincRNA
LINC01727,ENSG00000279082,21569976,21619674,1,4,42.52,lincRNA
LINC01728,ENSG00000233277,43894720,43895468,1,1,46.86,lincRNA
LINC01729,ENSG00000225640,5507875,5510002,-1,1,49.25,lincRNA
LINC01730,ENSG00000275491,3808357,3812434,1,1,48.36,lincRNA
LINC01731,ENSG00000234283,148271884,148280749,-1,1,43.21,lincRNA
LINC01732,ENSG00000237292,181174484,181182208,1,2,49.4,lincRNA
LINC01733,ENSG00000226203,25955812,25969288,1,1,39.01,lincRNA
LINC01734,ENSG00000230324,39213777,39224748,-1,1,41.59,lincRNA
LINC01735,ENSG00000261453,208607100,208612192,-1,1,38.82,lincRNA
LINC01736,ENSG00000228058,230002730,230007162,1,1,49.92,lincRNA
LINC01737,ENSG00000232964,230592660,230595583,-1,1,40.53,lincRNA
LINC01738,ENSG00000227947,47688463,47703383,1,1,48.07,lincRNA
LINC01739,ENSG00000229537,62975751,63022504,-1,5,41.83,lincRNA
LINC01740,ENSG00000228067,212545694,212556065,1,1,39.53,lincRNA
LINC01741,ENSG00000236720,177700524,177710330,1,1,41.21,lincRNA
LINC01742,ENSG00000275852,58003904,58004648,1,1,49.4,lincRNA
LINC01743,ENSG00000242042,246516039,246524287,-1,1,57.61,lincRNA
LINC01744,ENSG00000236497,232727254,232742715,-1,1,42.03,lincRNA
LINC01745,ENSG00000225919,232718071,232722250,1,1,39.55,lincRNA
LINC01746,ENSG00000274469,37571103,37583935,1,1,50.7,lincRNA
LINC01747,ENSG00000230400,22668484,22685344,-1,3,43.48,lincRNA
LINC01748,ENSG00000226476,60515716,60640491,-1,5,37.38,lincRNA
LINC01749,ENSG00000272259,63009383,63085071,1,2,54.98,lincRNA
LINC01750,ENSG00000231437,111989770,111998842,1,3,49.9,lincRNA
LINC01751,ENSG00000261249,7302056,7307432,-1,1,37.85,lincRNA
LINC01752,ENSG00000224961,10753090,10753966,1,1,37.51,lincRNA
LINC01753,ENSG00000230250,55915607,55944974,-1,2,39.96,lincRNA
LINC01754,ENSG00000224565,47391929,47412327,-1,1,46.74,lincRNA
LINC01755,ENSG00000233079,55868254,55950119,1,2,38.81,lincRNA
LINC01756,ENSG00000230523,29329620,29350114,-1,1,47.84,lincRNA
LINC01757,ENSG00000228105,20243095,20244655,1,1,44.33,lincRNA
LINC01758,ENSG00000229639,69433255,69435409,1,1,33.41,lincRNA
LINC01760,ENSG00000228504,95310928,95318263,-1,1,38.89,lincRNA
LINC01761,ENSG00000233907,95474737,95479356,1,1,43.38,lincRNA
LINC01762,ENSG00000233154,116423724,116478842,-1,6,43.06,lincRNA
LINC01763,ENSG00000225446,90851759,90855253,1,1,41.14,lincRNA
LINC01764,ENSG00000267308,15827045,15835853,-1,2,47.33,lincRNA
LINC01765,ENSG00000233730,115099672,115102658,1,1,34.52,lincRNA
LINC01766,ENSG00000224910,35597907,35601501,1,1,48.23,lincRNA
LINC01767,ENSG00000223956,56414963,56415966,1,2,47.81,lincRNA
LINC01768,ENSG00000228420,109828355,109871436,1,1,42.89,lincRNA
LINC01770,ENSG00000225285,1430539,1434573,-1,4,66.84,lincRNA
LINC01771,ENSG00000225675,53328233,53336509,1,1,48.7,lincRNA
LINC01772,ENSG00000226029,16460948,16468481,1,1,46.15,lincRNA
LINC01774,ENSG00000236950,208972454,208975307,1,1,38.51,lincRNA
LINC01775,ENSG00000267201,2458935,2462185,-1,1,53.65,lincRNA
LINC01776,ENSG00000226053,98210747,98272658,1,1,35.29,lincRNA
LINC01777,ENSG00000235054,4412027,4424689,1,5,43.57,lincRNA
LINC01778,ENSG00000223382,30824228,30834431,1,9,46.07,lincRNA
LINC01779,ENSG00000235933,116164284,116166241,1,1,51.58,lincRNA
LINC01780,ENSG00000232650,119328176,119356182,1,2,42.19,lincRNA
LINC01781,ENSG00000234184,80535755,80646788,1,3,34.49,lincRNA
LINC01782,ENSG00000267204,32102088,32105916,-1,1,47.61,lincRNA
LINC01783,ENSG00000233421,16533886,16536172,-1,2,59.2,lincRNA
LINC01784,"ENSG00000228338, ENSG00000282162",12822686,12823159,-1,1,47.68,lincRNA
LINC01785,ENSG00000268038,22615557,22623971,-1,1,54.52,lincRNA
LINC01786,ENSG00000230415,1275223,1280420,1,2,50.06,lincRNA
LINC01787,ENSG00000231987,96254069,96374125,-1,1,36.05,lincRNA
LINC01788,ENSG00000229051,70706453,70786468,1,1,38.02,lincRNA
LINC01789,ENSG00000229457,107254691,107365873,-1,2,39.05,lincRNA
LINC01790,ENSG00000230173,194730595,194761435,1,1,32.68,lincRNA
LINC01791,ENSG00000267777,31167516,31207663,1,1,40.11,lincRNA
LINC01792,ENSG00000237166,200712305,200735177,-1,1,40.78,lincRNA
LINC01793,ENSG00000222030,59217708,59279400,1,1,37.59,lincRNA
LINC01794,ENSG00000233128,40746487,40767452,1,1,34.27,lincRNA
LINC01795,ENSG00000225226,58275877,58296548,1,1,36.55,lincRNA
LINC01796,ENSG00000277527,102873339,102895722,-1,1,39.26,lincRNA
